entidad,mun,municipio,localidad,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
25,006,0001,Culiacán Rosales,696789.16,708874.72,720670.96,732064.90,743221.98,754091.60,764696.42,775081.95,785204.75,795022.14,804552.01,813844.72,822949.68,831846.99,840537.07,849015.51,857282.16,865341.66,873196.40,880844.37,888267.64
